USPS	GEOID	NAME	LOGRADE	HIGRADE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                        
ID	1603330	Weiser School District 431	PK	12	1611577078	24402786	     622.233	       9.422	 44.396909	-116.939041                                                                                        
ID	1603360	Wendell School District 232	PK	12	297206742	2279515	     114.752	       0.880	 42.757435	-114.722206                                                                                         
ID	1603400	West Jefferson School District 253	PK	12	1901337087	16463025	     734.110	       6.356	 43.881789	-112.418279                                                                                
ID	1603420	West Side Joint School District 202	PK	12	401891176	3302768	     155.171	       1.275	 42.144356	-112.017663                                                                                 
ID	1603480	Wilder School District 133	PK	12	78754748	865565	      30.407	       0.334	 43.680235	-116.913323                                                                                            
IL	1700001	River Ridge Community Unit School District 210	PK	12	424056391	18800200	     163.729	       7.259	 42.302074	 -90.258086                                                                     
IL	1700002	Casey-Westfield Community Unit School District 4C	PK	12	515188485	802782	     198.915	       0.310	 39.306343	 -87.993897                                                                    
IL	1700003	Blue Ridge Community Unit School District 18	PK	12	550612146	3066779	     212.593	       1.184	 40.261250	 -88.592095                                                                        
IL	1700004	Norris City-Omaha-Enfield Community Unit School District 3	PK	12	531449976	1514917	     205.194	       0.585	 38.028420	 -88.328615                                                          
IL	1700005	Prairie Central Community Unit School District 8	PK	12	954747039	1938502	     368.630	       0.748	 40.722671	 -88.496726                                                                    
IL	1700007	Eastland Community Unit School District 308	PK	12	398016097	1661474	     153.675	       0.641	 42.128615	 -89.774907                                                                         
IL	1700014	Goreville Community Unit School District 1	PK	12	151689997	5527918	      58.568	       2.134	 37.552720	 -88.963133                                                                          
IL	1700015	Joppa-Maple Grove Unit District 38	PK	12	124383199	5083110	      48.025	       1.963	 37.259139	 -88.860336                                                                                  
IL	1700041	Gibson City-Melvin-Sibley Community Unit School District 5	PK	12	576087776	1163976	     222.429	       0.449	 40.508373	 -88.338315                                                          
IL	1700044	Farmington Central Community Unit School District 265	PK	12	489042858	2594258	     188.821	       1.002	 40.670736	 -89.852528                                                               
IL	1700045	Gallatin Community Unit School District 7	PK	12	850945167	14533428	     328.552	       5.611	 37.757099	 -88.226869                                                                          
IL	1700092	Georgetown-Ridge Farm Consolidated Unit School District 4	PK	12	260037465	355381	     100.401	       0.137	 39.947640	 -87.614839                                                            
IL	1700102	Brussels Community Unit School District 42	KG	12	155255219	27440365	      59.944	      10.595	 38.936821	 -90.584800                                                                         
IL	1700105	A-C Central Community Unit School District 262	PK	12	377198148	1185357	     145.637	       0.458	 39.861933	 -90.055153                                                                      
IL	1700106	Heritage Community Unit School District 8	PK	12	347004140	705258	     133.979	       0.272	 39.959007	 -87.984763                                                                            
IL	1700109	Ridgeview Community Unit School District 19	PK	12	513075747	194181	     198.100	       0.075	 40.522870	 -88.607901                                                                          
IL	1700110	North Chicago School District 187	PK	12	20590132	37866	       7.950	       0.015	 42.318509	 -87.859190                                                                                      
IL	1700113	Illini Central Community Unit School District 189	PK	12	699390860	1407146	     270.036	       0.543	 40.231785	 -89.757969                                                                   
IL	1700114	South Central Community Unit School District 401	PK	12	561609522	3480310	     216.839	       1.344	 38.791971	 -88.834513                                                                    
IL	1700115	Henry-Senachwine Consolidated Unit School District 5	KG	12	264975153	32708037	     102.307	      12.629	 41.140798	 -89.418997                                                               
IL	1700120	Lostant Community Unit School District 425	PK	12	135306412	0	      52.242	       0.000	 41.147007	 -89.055970                                                                                
IL	1700122	Shiloh Community Unit School District 1	PK	12	601927516	210129	     232.406	       0.081	 39.768099	 -87.902672                                                                              
IL	1700123	Meridian Community Unit School District 15	PK	12	354974631	160779	     137.056	       0.062	 39.720899	 -89.036768                                                                           
IL	1700125	Bureau Valley Community Unit School District 340	PK	12	878532432	909063	     339.203	       0.351	 41.465745	 -89.655436                                                                     
IL	1700126	Midland Community Unit School District 7	PK	12	426289899	18428979	     164.591	       7.115	 41.021405	 -89.409263                                                                           
IL	1700130	West Carroll Community Unit School District 314	PK	12	529953435	54179977	     204.616	      20.919	 42.080679	 -90.075508                                                                    
IL	1700153	Lewistown Community Unit School District 97	PK	12	427940089	12598474	     165.229	       4.864	 40.357267	 -90.121351                                                                        
IL	1700176	Cowden-Herrick Community Unit School District 3A	KG	12	280904654	13853	     108.458	       0.005	 39.240777	 -88.927487                                                                      
IL	1700217	Christopher Community Unit School District 99	PK	12	96638112	1262957	      37.312	       0.488	 37.979738	 -89.078022                                                                        
IL	1700223	Okaw Valley Community Unit School District 302	PK	12	406759952	11184838	     157.051	       4.318	 39.585543	 -88.782323                                                                     
IL	1700314	West Prairie Community Unit School District 103	PK	12	638573367	490754	     246.555	       0.189	 40.460072	 -90.764353                                                                      
IL	1700319	West Central Community Unit School District 235	PK	12	785845613	28414971	     303.417	      10.971	 40.812507	 -90.912923                                                                    
IL	1700320	Monmouth-Roseville Community Unit School District 238	PK	12	403068601	79475	     155.626	       0.031	 40.727265	 -90.657045                                                                 
IL	1700321	United Community School District 304	KG	12	983629694	591829	     379.782	       0.229	 40.981465	 -90.631068                                                                                 
IL	1700323	Crescent Iroquois Community Unit School District 249	KG	12	156901640	517047	      60.580	       0.200	 40.765018	 -87.834246                                                                 
IL	1700324	Sangamon Valley Community Unit School District 9	PK	12	289987302	597923	     111.965	       0.231	 39.847443	 -89.196827                                                                     
IL	1700326	El Paso-Gridley Community Unit School District 11	PK	12	452699115	981277	     174.788	       0.379	 40.734375	 -88.976989                                                                    
IL	1700332	Schuyler-Industry Community Unit School District 5	PK	12	1117677732	10569099	     431.538	       4.081	 40.179709	 -90.581929                                                                
IL	1701382	Thompsonville Community Unit School District 174	KG	12	118287677	2038329	      45.671	       0.787	 37.909966	 -88.756553                                                                    
IL	1701387	Western Community Unit School District 12	PK	12	622388020	19232211	     240.305	       7.426	 39.673195	 -91.118226                                                                          
IL	1701390	Flanagan-Cornell District 74	PK	12	202102011	0	      78.032	       0.000	 40.880394	 -88.854992                                                                                              
IL	1701395	Mercer County School District 404	PK	12	958165885	20836647	     369.950	       8.045	 41.207345	 -90.864379                                                                                  
IL	1701403	North Mac Community Unit School District 34	PK	12	385005281	2993673	     148.651	       1.156	 39.461160	 -89.800183                                                                         
IL	1701404	Odin Public School District 722	PK	12	53102000	55907	      20.503	       0.022	 38.620810	 -89.056249                                                                                        
IL	1701413	Abingdon-Avon Community Unit School District 276	PK	12	475162674	1270612	     183.461	       0.491	 40.739523	 -90.423264                                                                    
IL	1703300	Alden-Hebron School District 19	PK	12	130769048	54823	      50.490	       0.021	 42.452753	 -88.446202                                                                                       
IL	1703450	Allendale Community Consolidated School District 17	PK	12	102509854	1963823	      39.579	       0.758	 38.538800	 -87.733213                                                                 
IL	1703510	Altamont Community Unit School District 10	PK	12	313252582	464084	     120.948	       0.179	 39.023173	 -88.739001                                                                           
IL	1703600	Alton Community Unit School District 11	PK	12	210359716	10597544	      81.220	       4.092	 38.956008	 -90.169354                                                                            
IL	1703660	Alwood Community Unit School District 225	PK	12	223193736	133189	      86.176	       0.051	 41.204080	 -90.326757                                                                            
IL	1703690	Amboy Community Unit School District 272	PK	12	525789226	1306904	     203.008	       0.505	 41.685809	 -89.372120                                                                            
IL	1703810	Annawan Community Unit School District 226	PK	12	329810495	848868	     127.341	       0.328	 41.418354	 -89.896446                                                                           
IL	1703960	Arcola Consolidated Unit School District 306	KG	12	293410537	327652	     113.286	       0.127	 39.675539	 -88.277439                                                                         
IL	1703990	Argenta-Oreana Community Unit School District 1	PK	12	223336755	205919	      86.231	       0.080	 39.975740	 -88.835870                                                                      
IL	1704260	Arthur Community Unit School District 305	PK	12	415216952	85504	     160.316	       0.033	 39.717426	 -88.557580                                                                             
IL	1704380	Ashton Community Unit School District 275	PK	12	381710382	724162	     147.379	       0.280	 41.823296	 -89.241395                                                                            
IL	1704440	Astoria Community Unit School District 1	PK	12	234445551	1449371	      90.520	       0.560	 40.205551	 -90.311431                                                                            
IL	1704470	Athens Community Unit School District 213	PK	12	216793277	736493	      83.704	       0.284	 39.950574	 -89.685495                                                                            
IL	1704590	Atwood-Hammond Community Unit School District 39	PK	12	250073239	13227	      96.554	       0.005	 39.813633	 -88.501706                                                                      
IL	1704620	Auburn Community Unit School District 10	PK	12	193390828	49623	      74.669	       0.019	 39.585283	 -89.725964                                                                              
IL	1704680	Aurora East Unit School District 131	PK	12	36743597	907166	      14.187	       0.350	 41.759032	 -88.290529                                                                                  
IL	1704710	Aurora West Unit School District 129	PK	12	76419757	1290425	      29.506	       0.498	 41.780095	 -88.357252                                                                                 
IL	1704920	Ball-Chatham Community Unit School District 5	PK	12	233629269	11236190	      90.205	       4.338	 39.676363	 -89.661297                                                                      
IL	1705050	Barrington Community Unit School District 220	PK	12	171329300	6458374	      66.151	       2.494	 42.146498	 -88.164654                                                                       
IL	1705220	Batavia Unit School District 101	PK	12	52046866	838303	      20.095	       0.324	 41.839296	 -88.319935                                                                                      
IL	1705310	Beardstown Community Unit School District 15	PK	12	254108962	15202184	      98.112	       5.870	 40.008191	 -90.381155                                                                       
IL	1705430	Beecher Community Unit School District 200U	KG	12	147042334	12586	      56.773	       0.005	 41.343934	 -87.616406                                                                           
IL	1705460	Beecher City Community Unit School District 20	PK	12	246673652	1210670	      95.241	       0.467	 39.180732	 -88.737767                                                                      
IL	1705790	Belvidere Consolidated Unit School District 100	PK	12	404668059	2706783	     156.243	       1.045	 42.263746	 -88.831354                                                                     
IL	1705820	Bement Community Unit School District 5	PK	12	238834518	12023	      92.215	       0.005	 39.914242	 -88.547652                                                                               
IL	1706120	Bethalto Consolidated Unit School District 8	PK	12	55086835	671207	      21.269	       0.259	 38.909452	 -90.042242                                                                          
IL	1706390	Bismarck-Henning Consolidated Unit School District	KG	12	251577210	248692	      97.135	       0.096	 40.244533	 -87.638727                                                                   
IL	1706480	Bloomington School District 87	PK	12	30258394	0	      11.683	       0.000	 40.477451	 -88.973271                                                                                             
IL	1706600	Scott-Morgan Consolidated Unit School District 2	PK	12	196185988	3096001	      75.748	       1.195	 39.723571	 -90.555355                                                                    
IL	1706880	Bradford Community Unit School District 1	PK	12	300809365	216735	     116.143	       0.084	 41.169260	 -89.647504                                                                            
IL	1707200	Brimfield Community Unit School District 309	PK	12	194490068	33457	      75.093	       0.013	 40.828373	 -89.844846                                                                          
IL	1707440	Brownstown Community Unit School District 201	PK	12	239608053	297787	      92.513	       0.115	 38.999551	 -88.963790                                                                        
IL	1707650	Paxton-Buckley-Loda Community Unit School District 10	KG	12	665914041	1516633	     257.111	       0.586	 40.520122	 -88.087194                                                               
IL	1707770	Bunker Hill Community Unit School District 8	PK	12	162560121	723781	      62.765	       0.279	 39.047553	 -89.956090                                                                         
IL	1707830	Central Community Unit School District 301	PK	12	215940821	55754	      83.375	       0.022	 42.015428	 -88.483769                                                                            
IL	1707950	Bushnell-Prairie City Community Unit School District 170	PK	12	344714275	519709	     133.095	       0.201	 40.562311	 -90.460855                                                             
IL	1708010	Byron Community Unit School District 226	PK	12	147762065	2971863	      57.051	       1.147	 42.143838	 -89.279337                                                                            
IL	1708040	Cahokia Community Unit School District 187	PK	12	49523218	3076564	      19.121	       1.188	 38.569221	 -90.155417                                                                           
IL	1708070	Cairo Community Unit School District 1	PK	12	150166023	24784162	      57.979	       9.569	 37.098505	 -89.335015                                                                             
IL	1708160	Cambridge Community Unit School District 227	PK	12	228550315	47264	      88.244	       0.018	 41.293594	 -90.178908                                                                          
IL	1708220	Camp Point Community Unit School District 3	PK	12	602495973	800768	     232.625	       0.309	 40.048452	 -91.040183                                                                          
IL	1708250	Trico Community Unit School District 176	KG	12	629338034	12086588	     242.989	       4.667	 37.877623	 -89.553030                                                                           
IL	1708280	Canton Union School District 66	PK	12	343443898	20929459	     132.604	       8.081	 40.542377	 -90.012592                                                                                    
IL	1708430	Carlinville Community Unit School District 1	PK	12	614395588	2194977	     237.219	       0.847	 39.265677	 -89.910954                                                                        
IL	1708460	Carlyle Community Unit School District 1	PK	12	516698315	75842627	     199.498	      29.283	 38.629472	 -89.298564                                                                           
IL	1708500	Carmi-White County Community Unit School District 5	PK	12	755628243	15977055	     291.750	       6.169	 38.090152	 -88.123879                                                                
IL	1708550	Community Unit School District 300	PK	12	302548973	3956604	     116.815	       1.528	 42.116972	 -88.389198                                                                                  
IL	1708580	Carrier Mills-Stonefort Community Unit School District	PK	12	140330624	5636990	      54.182	       2.176	 37.654477	 -88.657036                                                              
IL	1708610	Carrollton Community Unit School District 1	PK	12	482072934	4476162	     186.129	       1.728	 39.285258	 -90.471169                                                                         
IL	1708640	Carterville Community Unit School District 5	PK	12	103826259	26338462	      40.088	      10.169	 37.735442	 -89.089217                                                                       
IL	1709100	Central A & M Community Unit School District 21	PK	12	476792642	90698	     184.091	       0.035	 39.561142	 -89.002150                                                                       
IL	1709330	Cerro Gordo Community Unit School District 100	KG	12	261695784	167435	     101.041	       0.065	 39.874899	 -88.736973                                                                       
IL	1709400	Chadwick-Milledgeville Community Unit School District 399	PK	12	349465913	1163	     134.930	       0.000	 41.966622	 -89.829191                                                              
IL	1709420	Champaign Community Unit School District 4	PK	12	208726856	320067	      80.590	       0.124	 40.130839	 -88.283738                                                                           
IL	1709600	Charleston Community Unit School District 1	PK	12	596652161	2586390	     230.369	       0.999	 39.490646	 -88.151385                                                                         
IL	1709810	Chester Community Unit School District 139	PK	12	339380380	23313579	     131.036	       9.001	 37.924304	 -89.818007                                                                         
IL	1709930	Chicago Public School District 299	PK	12	588969649	16493959	     227.402	       6.368	 41.836827	 -87.682432                                                                                 
IL	1710240	North Wayne Community Unit School District 200	PK	12	505905082	1582379	     195.331	       0.611	 38.505416	 -88.374699                                                                      
IL	1710290	Cissna Park Community Unit School District 6	KG	12	224763062	105421	      86.782	       0.041	 40.572197	 -87.891016                                                                         
IL	1710340	Clay City Community Unit District 10	PK	12	373734317	1595064	     144.300	       0.616	 38.701087	 -88.343565                                                                                
IL	1710410	Central Community Unit School District 4	PK	12	461441772	1383220	     178.164	       0.534	 40.950186	 -87.953035                                                                            
IL	1710440	Clinton Community Unit School District 15	PK	12	587152905	11725404	     226.701	       4.527	 40.171464	 -88.970725                                                                          
IL	1710530	Coal City Community Unit School District 1	PK	12	127829574	11359139	      49.355	       4.386	 41.310309	 -88.299576                                                                         
IL	1710570	Cobden School Unit District 17	PK	12	223135128	2944951	      86.153	       1.137	 37.560724	 -89.279864                                                                                      
IL	1710650	Collinsville Community Unit School District 10	PK	12	124606066	4405641	      48.111	       1.701	 38.684989	 -89.997684                                                                      
IL	1710740	Columbia Community Unit School District 4	PK	12	126840684	7070100	      48.973	       2.730	 38.447470	 -90.211200                                                                           
IL	1710760	Catlin Community Unit School District 5	PK	12	105092317	271075	      40.576	       0.105	 40.050049	 -87.716171                                                                              
IL	1710790	Hamilton County Community Unit School District 10	PK	12	938464433	2822570	     362.343	       1.090	 38.090395	 -88.575418                                                                   
IL	1710800	Oakwood Community Unit School District 76	PK	12	226954634	1785849	      87.628	       0.690	 40.136499	 -87.823505                                                                           
IL	1710820	Westville Community Unit School District 2	PK	12	88979495	445144	      34.355	       0.172	 40.053772	 -87.609911                                                                            
IL	1710830	Triopia Community Unit School District 27	PK	12	338009949	84535	     130.506	       0.033	 39.845825	 -90.379788                                                                             
IL	1710980	Coulterville Unit School District 1	KG	12	61537181	891733	      23.760	       0.344	 38.174584	 -89.619663                                                                                   
IL	1711100	Crab Orchard Community Unit School District 3	KG	12	178576014	5278773	      68.949	       2.038	 37.696541	 -88.758837                                                                       
IL	1711250	Crete-Monee Community Unit School District 201-U	PK	12	202399097	278824	      78.147	       0.108	 41.424973	 -87.653001                                                                     
IL	1711400	Fulton County Community Unit School District 3	PK	12	306093627	5351086	     118.183	       2.066	 40.497236	 -90.255544                                                                      
IL	1711610	Dakota Community Unit School District 201	PK	12	260710761	466025	     100.661	       0.180	 42.392109	 -89.509004                                                                            
IL	1711790	Danville Community Consolidated School District 118	PK	12	120492361	3470453	      46.522	       1.340	 40.134563	 -87.617124                                                                 
IL	1711850	Decatur School District 61	PK	12	109951396	12249702	      42.452	       4.730	 39.848593	 -88.930764                                                                                         
IL	1711880	Deer Creek-Mackinaw Community Unit School District 701	PK	12	193883090	728598	      74.859	       0.281	 40.562914	 -89.347000                                                               
IL	1712000	DeKalb Community Unit School District 428	PK	12	281921489	1121057	     108.851	       0.433	 41.914188	 -88.794196                                                                           
IL	1712030	DeLand-Weldon Community Unit School District 57	PK	12	269751513	4970614	     104.152	       1.919	 40.116801	 -88.703635                                                                     
IL	1712060	Delavan Community Unit School District 703	PK	12	167706645	52147	      64.752	       0.020	 40.374128	 -89.537117                                                                            
IL	1712090	Depue Community Unit School District 103	PK	12	16097837	2932626	       6.215	       1.132	 41.330073	 -89.304295                                                                             
IL	1712240	Dieterich Community Unit School District 30	PK	12	275138381	116205	     106.232	       0.045	 39.020915	 -88.428120                                                                          
IL	1712330	Dixon Unit School District 170	PK	12	297663774	7342496	     114.929	       2.835	 41.843598	 -89.480541                                                                                      
IL	1712480	Dongola School Unit District 66	PK	12	151949244	1292231	      58.668	       0.499	 37.380979	 -89.146960                                                                                     
IL	1712510	Donovan Community Unit School District 3	PK	12	336218020	399880	     129.815	       0.154	 40.898066	 -87.641161                                                                             
IL	1712700	Dunlap Community Unit School District 323	PK	12	175400114	9467	      67.722	       0.004	 40.842036	 -89.676449                                                                              
IL	1712720	Dupo Community Unit School District 196	PK	12	64855593	2670182	      25.041	       1.031	 38.524530	 -90.198770                                                                              
IL	1712760	Du Quoin Community Unit School District 300	PK	12	270318160	6395505	     104.370	       2.469	 38.023073	 -89.229634                                                                         
IL	1712810	Durand Community Unit School District 322	PK	12	192276485	791454	      74.238	       0.306	 42.438877	 -89.315979                                                                            
IL	1712930	Earlville Community Unit School District 9	PK	12	156181157	7401	      60.302	       0.003	 41.586628	 -88.920604                                                                             
IL	1713050	East Dubuque Community Unit School District 119	PK	12	61985200	10203146	      23.933	       3.939	 42.486512	 -90.568348                                                                     
IL	1713290	East Richland Community Unit School District 1	PK	12	665030966	4654033	     256.770	       1.797	 38.714012	 -88.036171                                                                      
IL	1713320	East St. Louis School District 189	PK	12	86314064	2626262	      33.326	       1.014	 38.616204	 -90.105489                                                                                   
IL	1713370	Edgar County Community Unit District 6	KG	12	325237620	23364	     125.575	       0.009	 39.796563	 -87.645993                                                                                
IL	1713410	Edinburg Community Unit School District 4	PK	12	188476883	5486567	      72.771	       2.118	 39.656646	 -89.381196                                                                           
IL	1713500	Edwards County Community Unit School District 1	PK	12	588769827	953822	     227.325	       0.368	 38.419480	 -88.068535                                                                      
IL	1713530	Edwardsville Community Unit School District 7	PK	12	450053764	7531986	     173.767	       2.908	 38.862854	 -89.946587                                                                       
IL	1713560	Effingham Community Unit School District 40	PK	12	324606410	1392258	     125.331	       0.538	 39.038973	 -88.587919                                                                         
IL	1713590	Egyptian Community Unit School District 5	PK	12	299703263	14568017	     115.716	       5.625	 37.205766	 -89.339814                                                                          
IL	1713660	Eldorado Community Unit School District 4	PK	12	265229178	1591538	     102.406	       0.614	 37.849875	 -88.451492                                                                           
IL	1713710	School District U-46	PK	12	213106983	4341413	      82.281	       1.676	 42.004933	 -88.243266                                                                                                
IL	1713860	Elverado Community Unit School District 196	PK	12	270955423	6905669	     104.616	       2.666	 37.889217	 -89.292631                                                                         
IL	1713920	Tri-Valley Community Unit School District 3	PK	12	257144575	756699	      99.284	       0.292	 40.436094	 -88.799679                                                                          
IL	1713970	Elmhurst School District 205	PK	12	30971614	287907	      11.958	       0.111	 41.898080	 -87.941207                                                                                          
IL	1714050	Elmwood Community Unit School District 322	PK	12	189004887	1538819	      72.975	       0.594	 40.757883	 -89.883665                                                                          
IL	1714100	Elmwood Park Community Unit School District 401	PK	12	5376236	0	       2.076	       0.000	 41.922230	 -87.817339                                                                             
IL	1714350	Erie Community Unit School District 1	PK	12	402794595	9711555	     155.520	       3.750	 41.690396	 -90.109719                                                                               
IL	1714430	Eureka Community Unit District 140	PK	12	292917889	368184	     113.096	       0.142	 40.683962	 -89.228415                                                                                   
IL	1715100	Fieldcrest Community Unit School District 6	PK	12	620420705	226477	     239.546	       0.087	 40.973228	 -89.044520                                                                          
IL	1715180	Fisher Community Unit School District 1	PK	12	267178981	870708	     103.158	       0.336	 40.318526	 -88.334753                                                                              
IL	1715400	Flora Community Unit School District 35	PK	12	450447822	703478	     173.919	       0.272	 38.643648	 -88.554596                                                                              
IL	1715490	Forrestville Valley Community Unit School District 221	PK	12	461591737	86207	     178.222	       0.033	 42.164593	 -89.526497                                                                
IL	1715750	Franklin Community Unit School District 1	PK	12	351012059	349036	     135.527	       0.135	 39.666422	 -90.071898                                                                            
IL	1715880	Community Unit School District 2	KG	12	314123562	2468410	     121.284	       0.953	 41.500969	 -88.759151                                                                                    
IL	1715900	Freeport School District 145	PK	12	241296666	519510	      93.165	       0.201	 42.297190	 -89.623926                                                                                         
IL	1716020	Galatia Community Unit School District 1	KG	12	218223194	2649112	      84.256	       1.023	 37.839547	 -88.634847                                                                            
IL	1716050	Galena Unit School District 120	PK	12	222630261	14653971	      85.958	       5.658	 42.424497	 -90.432417                                                                                    
IL	1716080	Galesburg Community Unit School District 205	PK	12	325794976	1070888	     125.790	       0.413	 40.969566	 -90.412186                                                                        
IL	1716140	Galva Community Unit School District 224	PK	12	285401267	48861	     110.194	       0.019	 41.200152	 -90.069807                                                                              
IL	1716350	Geneseo Community Unit School District 228	PK	12	663922772	4345992	     256.342	       1.678	 41.453315	 -90.126041                                                                          
IL	1716380	Geneva Community Unit School District 304	PK	12	52821212	655205	      20.394	       0.253	 41.878343	 -88.342072                                                                             
IL	1716410	Genoa-Kingston Community Unit School District 424	PK	12	174895915	1188922	      67.528	       0.459	 42.107209	 -88.692275                                                                   
IL	1716680	Gillespie Community Unit School District 7	PK	12	237296463	1951126	      91.621	       0.753	 39.146084	 -89.826646                                                                          
IL	1717280	Granite City Community Unit School District 9	PK	12	123729762	22512352	      47.772	       8.692	 38.732184	 -90.116344                                                                      
IL	1717370	Grant Park Community Unit School District 6	KG	12	178505961	65845	      68.922	       0.025	 41.256242	 -87.635630                                                                           
IL	1717580	Grayville Community Unit School District 1	PK	12	135813071	2085090	      52.438	       0.805	 38.251442	 -88.048528                                                                          
IL	1717670	Greenfield Community Unit School District 10	KG	12	461098743	606810	     178.031	       0.234	 39.363052	 -90.221550                                                                         
IL	1717700	Greenview Community Unit School District 200	KG	12	228762488	738021	      88.326	       0.285	 40.076171	 -89.709289                                                                         
IL	1717730	Bond County Community Unit School District 2	PK	12	600112639	3191149	     231.705	       1.232	 38.883808	 -89.478078                                                                        
IL	1717790	Griggsville-Perry Community Unit School District 4	PK	12	379151304	2990063	     146.391	       1.154	 39.745263	 -90.770816                                                                  
IL	1718060	Hamilton Community Consolidated School District 328	PK	12	199161996	13807465	      76.897	       5.331	 40.409093	 -91.296881                                                                
IL	1718180	Calhoun Community Unit School District 40	PK	12	377318488	37857180	     145.683	      14.617	 39.199635	 -90.668338                                                                          
IL	1718200	Hardin County Community Unit School District 1	PK	12	467887478	10539570	     180.652	       4.069	 37.517852	 -88.266148                                                                     
IL	1718240	Harlem Unit School District 122	PK	12	54740336	1823132	      21.135	       0.704	 42.352834	 -89.025615                                                                                      
IL	1718270	Harrisburg Community Unit School District 3	PK	12	361668297	6833623	     139.641	       2.638	 37.700824	 -88.520323                                                                         
IL	1718390	Hartsburg-Emden Community Unit School District 21	PK	12	188691745	0	      72.854	       0.000	 40.262861	 -89.452429                                                                         
IL	1718420	Harvard Community Unit School District 50	PK	12	274760386	240468	     106.086	       0.093	 42.415611	 -88.623276                                                                            
IL	1718510	Havana Community Unit School District 126	PK	12	530920887	51854017	     204.990	      20.021	 40.198996	 -90.110569                                                                          
IL	1718810	Herrin Community Unit School District 4	PK	12	123659864	3073199	      47.745	       1.187	 37.826565	 -89.067539                                                                             
IL	1718840	Herscher Community Unit School District 2	PK	12	637191532	3088816	     246.021	       1.193	 41.094451	 -88.108512                                                                           
IL	1718870	Heyworth Community Unit School District 4	PK	12	258102703	354769	      99.654	       0.137	 40.345972	 -89.010605                                                                            
IL	1718990	Highland Community Unit School District 5	PK	12	463562814	5107692	     178.983	       1.972	 38.823492	 -89.666078                                                                           
IL	1719200	Hillsboro Community Unit School District 3	PK	12	598962617	9192920	     231.261	       3.549	 39.139111	 -89.457435                                                                          
IL	1719260	Hinckley-Big Rock Community Unit School District 429	PK	12	231744927	462588	      89.477	       0.179	 41.788376	 -88.612150                                                                 
IL	1719660	Hoopeston Area Community Unit School District 11	PK	12	458345957	88393	     176.968	       0.034	 40.469870	 -87.749664                                                                      
IL	1719830	Huntley Consolidated School District 158	PK	12	117797180	151446	      45.482	       0.058	 42.181708	 -88.436008                                                                             
IL	1719920	Hutsonville Community Unit School District 1	PK	12	260827082	2185185	     100.706	       0.844	 39.146673	 -87.726173                                                                        
IL	1719960	Illini Bluffs Community Unit School District 327	PK	12	161798504	4452150	      62.471	       1.719	 40.587575	 -89.794541                                                                    
IL	1719970	Illinois Valley Central Unit School District 321	PK	12	147616073	14091933	      56.995	       5.441	 40.900426	 -89.548884                                                                   
IL	1720170	Iroquois County Community Unit School District 9	PK	12	219059842	649471	      84.579	       0.251	 40.782070	 -87.726306                                                                     
IL	1720180	Iroquois West Community Unit School District 10	PK	12	474791421	327276	     183.318	       0.126	 40.748644	 -88.015395                                                                      
IL	1720280	Jacksonville School District 117	PK	12	570261437	3112742	     220.179	       1.202	 39.699788	 -90.230949                                                                                    
IL	1720350	Jamaica Community Unit School District 12	PK	12	290462022	802752	     112.148	       0.310	 39.962815	 -87.816332                                                                            
IL	1720380	Jasper County Community Unit School District 1	PK	12	1167651911	9319417	     450.833	       3.598	 39.008991	 -88.160245                                                                     
IL	1720430	Jersey Community Unit School District 100	PK	12	851599600	20049283	     328.804	       7.741	 39.079494	 -90.382552                                                                          
IL	1720490	Johnsburg Community Unit School District 12	PK	12	47397814	1967171	      18.300	       0.760	 42.391343	 -88.260931                                                                          
IL	1720550	Johnston City Community Unit School District 1	PK	12	211567752	2564812	      81.687	       0.990	 37.812581	 -88.841306                                                                      
IL	1720760	Kankakee School District 111	PK	12	118664888	3245378	      45.817	       1.253	 41.096633	 -87.815184                                                                                        
IL	1720790	Kansas Community Unit School District 3	PK	12	247341696	148672	      95.499	       0.057	 39.548469	 -87.896313                                                                              
IL	1721000	Kewanee Community Unit School District 229	PK	12	230457052	168823	      88.980	       0.065	 41.280140	 -89.860768                                                                           
IL	1721300	Hiawatha Community Unit School District 426	KG	12	200091457	1319784	      77.256	       0.510	 42.099982	 -88.874061                                                                         
IL	1721390	Knoxville Community Unit School District 202	PK	12	348023851	261515	     134.373	       0.101	 40.875422	 -90.220625                                                                         
IL	1721680	La Moille Community Unit School District 303	KG	12	230994875	69685	      89.188	       0.027	 41.514031	 -89.281260                                                                          
IL	1721900	Lake Zurich Community Unit School District 95	PK	12	51189934	2339183	      19.765	       0.903	 42.199291	 -88.077457                                                                        
IL	1722130	Red Hill Community Unit School District 10	KG	12	529168814	276836	     204.313	       0.107	 38.713325	 -87.829000                                                                           
IL	1722150	Lawrence County Community Unit District 20	PK	12	476961828	4800942	     184.156	       1.854	 38.744062	 -87.639699                                                                          
IL	1722300	Lebanon Community Unit School District 9	PK	12	117780119	588561	      45.475	       0.227	 38.609161	 -89.766696                                                                             
IL	1722350	Lee Center Community Unit School District 271	KG	12	159277342	136364	      61.497	       0.053	 41.699819	 -89.016610                                                                        
IL	1722530	Lena-Winslow Community Unit School District 202	PK	12	307250281	214731	     118.630	       0.083	 42.407899	 -89.838747                                                                      
IL	1722620	Le Roy Community Unit School District 2	PK	12	258214938	163512	      99.697	       0.063	 40.344151	 -88.741057                                                                              
